ProjectURL,Title,Description,APIsUsed (a.k.a. npm dependencies used),Tags/keywords for the projects
https://libraries.io/npm/couch-login,couch-login,"A module for doing logged-in requests to a couchdb server. This module lets you log into couchdb to get a session token, then make requests using that session.",request,couchdb|||server|||database|||session|||token|||module|||wrapper|||login
https://libraries.io/npm/cldr-data,cldr-data,Npm module for Unicode CLDR JSON data. Provide tools to assist on fetching the data. Optimal for backend development and Nodejs environment.,cldr-data-downloader|||glob,unicode|||CLDR|||JSON|||data
https://libraries.io/npm/envar,envar,"Library to read environment variables, including npm package config, custom config file, command line and default object.",deeply|||minimist,env|||environment|||argument|||args|||option|||cli||| commandline|||process|||config|||npm|||package|||default
https://libraries.io/npm/define-properties,define-properties,"Define multiple non-enumerable properties at once. Uses ObjectdefineProperty when available. Falls back to standard assignment in older engines. Existing properties are not overridden. Accepts a map of property names to a predicate that, when true, force-overrides.",|,ObjectdefineProperty|||ObjectdefineProperties|||object|||property|||descriptor|||define||ES5
https://libraries.io/npm/mocha,mocha,"Simple, flexible, fun JavaScript test framework for Nodejs & the Browser.",ansi-colors|||browser-stdout|||debug|||diff|||escape-string-regexp||find-up|||glob|||growl|||he|||js-yaml|||log-symbols|||minimatch|||mkdirp|||ms|||node-environment-flags|||object.assign|||strip-json-comments|||supports-color|||which|||wide-align|||yargs|||yargs-parser|||yargs-unparser,mocha|||test|||bdd|||tdd|||tap|||browser|||javascript|||mochajs|||node|||test-framework|||testing|||testing-tools
https://libraries.io/npm/grunt-jscs,grunt-jscs,Grunt task for checking JavaScript Code Style with jscs,hooker|||jscs|||lodash|||vow,gruntplugin|||jscs|||codestyle|||checker|||code|||style
https://libraries.io/npm/tslint-plugin-prettier,tslint-plugin-prettier,Runs Prettier as a TSLint rule and reports differences as individual TSLint issues.,eslint-plugin-prettier|||lines-and-columns|||tslib,prettier|||tslint|||tslint-plugin|||tslint-rules
https://libraries.io/npm/redux-logger,redux-logger,Logger for Redux,deep-diff,redux|||logger|||redux-logger|||middleware|||angular|||react|||redux-middleware
https://libraries.io/npm/react-helmet,react-helmet,A document head manager for React. This reusable React component will manage all of your changes to the document head.,object-assign|||prop-types|||react-fast-compare|||react-side-effect,react-helmet|||nfl|||react|||document|||head|||title|||meta|||link|||script|||base|||noscript|||style|||helmet|||side-effect
https://libraries.io/npm/prettier-eslint,prettier-eslint,"Formats your JavaScript using prettier followed by eslint --fix. This formats your code via prettier, and then passes the result of that to eslint --fix. This way you can get the benefits of prettier's superior formatting capabilities, but also benefit from the configuration capabilities of eslint.",babel-runtime|||common-tags|||dlv|||eslint|||indent-string|||lodash.merge|||loglevel-colored-level-prefix|||prettier|||pretty-format|||require-relative|||typescript|||typescript-eslint-parser|||vue-eslint-parser,eslint|||formatter|||javascript|||prettier
https://libraries.io/npm/@babel%2Fplugin-external-helpers,@babel/plugin-external-helpers,This plugin contains helper functions that’ll be placed at the top of the generated code,babel/helper-plugin-utils,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/nunjucks,nunjucks,"Nunjucks is a full featured templating engine for javascript. A powerful templating engine with inheritance, asynchronous control, and more. It is heavily inspired by jinja2.",asap|||a-sync-waterfall|||chokidar|||yargs,template|||templating
https://libraries.io/npm/ioredis,ioredis,"A robust, performance-focused and full-featured Redis client for Node.js.",cluster-key-slot|||debug|||denque|||lodash.defaults|||lodash.flatten|||redis-commands|||redis-errors|||redis-parser|||standard-as-callback,redis|||cluster|||sentinel|||pipelining|||node|||redis-client|||redis-cluster|||redis-sentinel
https://libraries.io/npm/boom,boom,HTTP-friendly error objects. Boom is part of the hapi ecosystem.,hoek,error|||http
https://libraries.io/npm/eslint-import-resolver-node,eslint-import-resolver-node,"Node default behavior import resolution plugin for eslint-plugin-import. This plugin intends to support linting of ES2015+ (ES6+) import/export syntax, and prevent issues with misspelling of file paths and import names.",debug|||resolve,eslint|||eslintplugin|||esnext|||modules|||eslint-plugin-import|||eslint-plugin|||javascript
https://libraries.io/npm/append-transform,append-transform,"Install a transform to `require.extensions` that always runs last, even if additional extensions are added later.",default-require-extensions,transform|||require|||append|||last|||coverage|||source-map|||extension|||module
https://libraries.io/npm/object.assign,object.assign,"ES6 spec-compliant Object.assign shim. This package implements the es-shim API interface. It works in an ES3-supported environment and complies with the spec. In an ES6 environment, it will also work properly with Symbols.
Takes a minimum of 2 arguments: target and source. Takes a variable sized list of source arguments - at least 1, as many as you want. Throws a TypeError if the target argument is null or undefined.",define-properties|||function-bind|||has-symbols|||object-keys,Object.assign|||assign|||ES6|||extend|||$.extend|||jQuery|||_.extend|||Underscore|||es-shim API|||polyfill|||shim
https://libraries.io/npm/babel-plugin-transform-exponentiation-operator,babel-plugin-transform-exponentiation-operator,Compile exponentiation operator to ES5,babel-helper-builder-binary-assignment-operator-visitor|||babel-plugin-syntax-exponentiation-operator,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/morgan,morgan,HTTP request logger middleware for node.js. Create a new morgan logger middleware function using the given format and options.,basic-auth|||debug|||depd|||on-finished|||on-headers,express|||http|||logger|||middleware|||javascript|||nodejs
https://libraries.io/npm/query-string,query-string,Parse and stringify URL query strings,decode-uri-component|||split-on-first|||strict-uri-encode,browser|||querystring|||query|||string|||qs|||param|||parameter|||url|||parse|||stringify|||encode|||decode|||searchparams|||npm-package|||query-string|||urlsearchparams
https://libraries.io/npm/webpack-dev-middleware,webpack-dev-middleware,A development middleware for webpack. An express-style development middleware for use with webpack bundles and allows for serving of the files emitted from webpack. This should be used for development only.,memory-fs|||mime|||mkdirp|||range-parser|||webpack-log,webpack|||middleware|||develompent|||webpack-dev-middleware
https://libraries.io/npm/tmp,tmp,"This is a widely used library to create temporary files and directories in a node.js environment. Tmp offers both an asynchronous and a synchronous API. For all API calls, all the parameters are optional. There also exists a promisified version of the API, see tmp-promise. Tmp uses crypto for determining random file names, or, when using templates, a six letter random identifier. And just in case that you do not have that much entropy left on your system, Tmp will fall back to pseudo random numbers.",rimraf,temporary|||tmp|||temp|||tempdir|||tempfile|||tmpdir|||tmpfile
https://libraries.io/npm/eslint-module-utils,eslint-module-utils,"Core utilities to support eslint-plugin-import and other module-related plugins. This plugin intends to support linting of ES2015+ (ES6+) import/export syntax, and prevent issues with misspelling of file paths and import names. ",debug|||pkg-dir,eslint-plugin-import|||eslint|||modules|||esmodules|||eslint-plugin|||javascript
https://libraries.io/npm/domhandler,domhandler,Handler for htmlparser2 that turns pages into a dom. The DOM handler creates a tree containing all nodes of a page. The tree may be manipulated using the domutils or cheerio libraries.,domelementtype,dom|||htmlparser2|||dom-builder|||domhandler|||tree
https://libraries.io/npm/cache-base,cache-base,"Basic object cache with `get`, `set`, `del`, and `has` methods for node.js/javascript projects.",collection-visit|||get-value|||has-own-deep|||kind-of|||@sellside/emitter|||set-value|||union-value|||unset-value,base|||cache|||config|||data|||get|||has|||hash|||hasown|||object|||set|||store|||dot-notation|||emit|||extend|||inherit|||javascript|||node|||nodejs
https://libraries.io/npm/promise,promise,"Bare bones Promises/A+ implementation. This is a simple implementation of Promises. It is a super set of ES6 Promises designed to have readable, performant code and to provide just the extensions that are absolutely necessary for using promises today.",asap,promise|||ES6|||promises
https://libraries.io/npm/grunt-contrib-uglify,grunt-contrib-uglify,Minify JavaScript files with UglifyJS,chalk|||maxmin|||uglify-js|||uri-path,gruntplugin
https://libraries.io/npm/color,color,JavaScript library for immutable color conversion and manipulation with support for CSS color strings.,color-convert|||color-string,color|||colour|||css
https://libraries.io/npm/html-encoding-sniffer,html-encoding-sniffer,Sniff the encoding from a HTML byte stream. This package implements the HTML Standard's encoding sniffing algorithm in all its glory.,whatwg-encoding,encoding|||html
https://libraries.io/npm/json-stable-stringify,json-stable-stringify,deterministic JSON.stringify() with custom sorting to get deterministic hashes from stringified results,jsonify,json|||stringify|||deterministic|||hash|||sort|||stable
https://libraries.io/npm/es6-symbol,es6-symbol,ECMAScript 6 Symbol polyfill,d|||ext,symbol|||private|||property|||es6|||ecmascript|||harmony|||ponyfill|||polyfill
https://libraries.io/npm/espree,espree,An Esprima-compatible JavaScript parser built on Acorn. The goal of Espree is to produce output that is similar to Esprima with a similar API so that it can be used in place of Esprima.,acorn|||acorn-jsx|||eslint-visitor-keys,ast|||ecmascript|||javascript|||parser|||syntax|||acorn
https://libraries.io/npm/class-utils,class-utils,Utils for working with JavaScript classes and prototype methods.,arr-union|||define-property|||isobject|||static-extend,array|||assign|||class|||copy|||ctor|||define|||delegate|||descriptor|||extend|||extends|||inherit|||inheritance|||merge|||method|||object|||prop|||properties|||property|||prototype|||util|||utils|||javascript|||prototype-methods|||prototype-property|||utility
https://libraries.io/npm/collection-visit,collection-visit,"Visit a method over the items in an object, or map visit over the objects in an array.",map-visit|||object-visit,array|||arrays|||collection|||context|||function|||helper|||invoke|||key|||map|||method|||object|||objects|||value|||visit|||visitor
https://libraries.io/npm/md5.js,md5.js,node style md5 on pure JavaScript,hash-base|||inherits|||safe-buffer,crypto|||md5
https://libraries.io/npm/stream-http,stream-http,"Streaming http in the browser. This module is an implementation of Node's native http module for the browser. It tries to match Node's API and behavior as closely as possible, but some features aren't available, since browsers don't give nearly as much control over requests.",builtin-status-codes|||inherits|||readable-stream|||xtend,http|||stream|||streaming|||xhr|||http-browserify
https://libraries.io/npm/set-value,set-value,Create nested values and any intermediaries using dot notation (`'a.b.c'`) paths.,is-plain-object,get|||has|||hasown|||key|||keys|||nested|||notation|||object|||prop|||properties|||property|||props|||set|||value|||values|||deep-property|||dot-notation|||dot-prop|||getobject|||javascript|||lodash|||node|||object-path|||path|||set-deep|||val
https://libraries.io/npm/babel-plugin-dynamic-import-node,babel-plugin-dynamic-import-node,"Babel plugin to transpile import() to a deferred require(), for node. ",object.assign,babel|||plugin|||dynamic|||import|||node
https://libraries.io/npm/got,got,Human-friendly and powerful HTTP request library for Node.js,cacheable-lookup|||cacheable-request|||decompress-response|||duplexer3|||get-stream|||lowercase-keys|||mimic-response|||p-cancelable|||p-event|||responselike|||@sindresorhus/is|||@szmarczak/http-timer|||to-readable-stream|||type-fest|||@types/cacheable-request,http|||https|||http2|||get|||got|||url|||uri|||request|||simple|||curl|||wget|||fetch|||net|||network|||electron|||brotli|||requests|||human-friendly|||axios|||superagent|||http-client|||http-request|||nodejs|||npm-package
https://libraries.io/npm/union-value,union-value,Set an array of unique values as the property of an object. Supports setting deeply nested properties using using object-paths/dot notation.,get-value|||set-value,array|||dot|||get|||has|||nested|||notation|||object|||path|||prop|||property|||set|||union|||value|||dot-notation|||nested-values|||utility
https://libraries.io/npm/node-releases,node-releases,Node.js releases data. All data is located in data directory.,semver,nodejs|||releases|||babel-preset-env|||browserslist
https://libraries.io/npm/external-editor,external-editor,A node module to edit a string with a users preferred text editor using $VISUAL or $ENVIRONMENT.,chardet|||iconv-lite|||tmp,editor|||external|||user|||visual
https://libraries.io/npm/eslint-scope,eslint-scope,ESLint Scope is the ECMAScript scope analyzer used in ESLint. It is a fork of escope.,esrecurse|||estraverse,scope|||analyzer|||ESLint|||escope
https://libraries.io/npm/sort-keys,sort-keys,"Sort the keys of an object. Useful to get a deterministically ordered object, as the order of keys can vary between engines.",is-plain-obj,sort|||object|||keys|||key|||stable|||deterministic|||deep|||recursive|||recursively
https://libraries.io/npm/define-property,define-property,"Define a non-enumerable property on an object. Uses Reflect.defineProperty when available, otherwise Object.defineProperty.",is-descriptor|||isobject,define|||define-property|||enumerable|||key|||non|||non-enumerable|||object|||prop|||property|||value|||defineproperty|||javascript|||node|||nodejs|||reflect
https://libraries.io/npm/tr46,tr46,An implementation of the Unicode UTS #46: Unicode IDNA Compatibility Processing,punycode,unicode|||tr46|||uts46|||punycode|||url|||whatwg
https://libraries.io/npm/socket.io,socket.io,node.js realtime framework server. Socket.IO enables real-time bidirectional event-based communication. It consists of a Node.js server and a Javascript client library for the browser.,debug|||engine.io|||has-binary2|||socket.io-adapter|||socket.io-client|||socket.io-parser,realtime|||framework|||websocket|||tcp|||events|||socket|||io
https://libraries.io/npm/hmac-drbg,hmac-drbg,Deterministic random bit generator (hmac),hash.js|||minimalistic-assert|||minimalistic-crypto-utils,hmac|||drbg|||prng|||random|||bit
https://libraries.io/npm/test-exclude,test-exclude,test for inclusion or exclusion of paths using globs,glob|||@istanbuljs/schema|||minimatch,exclude|||include|||glob|||package|||config
https://libraries.io/npm/@babel%2Fhelper-module-imports,@babel/helper-module-imports,Babel helper functions for inserting module loads,@babel/types,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/whatwg-url,whatwg-url,"whatwg-url is a full implementation of the WHATWG URL Standard. It can be used standalone, but it also exposes a lot of the internal algorithms that are useful for integrating a URL parser into a project like jsdom.",lodash.sortby|||tr46|||webidl-conversions,whatwg|||url|||parsing|||url-api
https://libraries.io/npm/pretty-format,pretty-format,Stringify any JavaScript value.,ansi-regex|||ansi-styles|||@jest/types|||react-is,boilerplate|||es6|||node|||starter|||kit|||transpile|||6to5|||babel|||easy|||expectation|||facebook|||immersive|||javascript|||painless|||painless-javascript-testing|||snapshot|||testing
https://libraries.io/npm/restore-cursor,restore-cursor,Gracefully restore the CLI cursor on exit. Prevent the cursor you've hidden interactively from remaining hidden if the process crashes.,onetime|||signal-exit,exit|||quit|||process|||graceful|||shutdown|||sigterm|||sigint|||terminate|||kill|||stop|||cli|||cursor|||ansi|||show|||term|||terminal|||console|||tty|||shell|||command-line
https://libraries.io/npm/karma-jasmine,karma-jasmine,Adapter for the Jasmine testing framework.,jasmine-core,karma-plugin|||karma-adapter|||jasmine
https://libraries.io/npm/object.omit,object.omit,"Return a copy of an object excluding the given key, or array of keys. Also accepts an optional filter function as the last argument.",is-extendable,clear|||delete|||key|||object|||omit|||property|||remove|||value|||filter|||javascript|||nodejs|||properties
https://libraries.io/npm/jest-diff,jest-diff,Display differences clearly so people can review changes confidently.,chalk|||diff-sequences|||jest-get-type|||pretty-format,easy|||expectation|||facebook|||immersive|||javascript|||painless|||painless-javascript-testing|||snapshot|||testing
https://libraries.io/npm/grunt-contrib-jshint,grunt-contrib-jshint,Validate files with JSHint,chalk|||hooker|||jshint,gruntplugin
https://libraries.io/npm/jest-matcher-utils,jest-matcher-utils,A set of utility functions for expect and related packages,chalk|||jest-diff|||jest-get-type|||pretty-format,easy|||expectation|||facebook|||immersive|||javascript|||painless|||painless-javascript-testing|||snapshot|||testing
https://libraries.io/npm/jest-docblock,jest-docblock,"`jest-docblock` is a package that can extract and parse a specially-formatted comment called a ""docblock"" at the top of a file.",detect-newline,easy|||expectation|||facebook|||immersive|||javascript|||painless|||painless-javascript-testing|||snapshot|||testing
https://libraries.io/npm/currently-unhandled,currently-unhandled,Track the list of currently unhandled promise rejections.,array-find-index,unhandled|||unhandledRejection|||rejected|||promises
https://libraries.io/npm/esrecurse,esrecurse,Esrecurse (esrecurse) is ECMAScript recursive traversing functionality.,estraverse,ast|||ecmascript|||estree|||javascript
https://libraries.io/npm/jest-util,jest-util,Delightful JavaScript Testing.,chalk|||is-ci|||@jest/types|||mkdirp,easy|||expectation|||facebook|||immersive|||javascript|||painless|||painless-javascript-testing|||snapshot|||testing
https://libraries.io/npm/jest-resolve,jest-resolve,Delightful JavaScript Testing.,browser-resolve|||chalk|||jest-pnp-resolver|||@jest/types|||realpath-native,easy|||expectation|||facebook|||immersive|||javascript|||painless|||painless-javascript-testing|||snapshot|||testing
https://libraries.io/npm/@babel%2Fhelper-simple-access,@babel/helper-simple-access,Babel helper for ensuring that access to a given value is performed through simple accesses,@babel/template,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/jest-validate,jest-validate,"Generic configuration validation tool that helps you with warnings, errors and deprecation messages as well as showing users examples of correct configuration.",camelcase|||chalk|||jest-get-type|||@jest/types|||leven|||pretty-format,easy|||expectation|||facebook|||immersive|||javascript|||painless|||painless-javascript-testing|||snapshot|||testing
https://libraries.io/npm/jest-environment-node,jest-environment-node,Delightful JavaScript Testing.,jest-util|||@jest/environment|||@jest/fake-timers|||jest-mock|||@jest/types,easy|||expectation|||facebook|||immersive|||javascript|||painless|||painless-javascript-testing|||snapshot|||testing
https://libraries.io/npm/jest-environment-jsdom,jest-environment-jsdom,Delightful JavaScript Testing.,jsdom|||@jest/environment|||@jest/fake-timers|||jest-mock|||@jest/types|||jest-util,easy|||expectation|||facebook|||immersive|||javascript|||painless|||painless-javascript-testing|||snapshot|||testing
https://libraries.io/npm/@babel%2Fplugin-transform-modules-commonjs,@babel/plugin-transform-modules-commonjs,This plugin transforms ES2015 modules to CommonJS,babel-plugin-dynamic-import-node|||@babel/helper-module-transforms|||@babel/helper-plugin-utils|||@babel/helper-simple-access,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/jest-changed-files,jest-changed-files,A module used internally by Jest to check which files have changed since you last committed in git or hg.,execa|||@jest/types|||throat,easy|||expectation|||facebook|||immersive|||javascript|||painless|||painless-javascript-testing|||snapshot|||testing
https://libraries.io/npm/globule,globule,An easy-to-use wildcard globbing library.,glob|||lodash|||minimatch,glob|||file|||match|||mapping|||expand|||wildcard|||pattern|||sync|||awesome
https://libraries.io/npm/parse-glob,parse-glob,Parse a glob pattern into an object of tokens.,glob-base|||is-dotfile|||is-extglob|||is-glob,glob|||match|||bash|||expand|||expansion|||expression|||file|||files|||filter|||find|||globbing|||globs|||globstar|||matcher|||matches|||matching|||path|||pattern|||patterns|||regex|||regexp|||regular|||shell|||wildcard
https://libraries.io/npm/@babel%2Fhelper-remap-async-to-generator,@babel/helper-remap-async-to-generator,Helper function to remap async functions to generators,babel/template|||@babel/types|||@babel/helper-wrap-function|||@babel/helper-annotate-as-pure|||@babel/traverse,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/istanbul-lib-hook,istanbul-lib-hook,"Hooks for require, vm and script used in istanbul",append-transform,istanbul|||hook|||ava|||code-coverage|||javascript|||jest|||mocha|||nodejs|||tap|||tape
https://libraries.io/npm/url,url,This module has utilities for URL resolution and parsing meant to have feature parity with node.js core url module. The core `url` packaged standalone for use with Browserify.,punycode|||querystring,url|||parsing|||url-resolution
https://libraries.io/npm/@babel%2Fhelper-optimise-call-expression,@babel/helper-optimise-call-expression,Helper function to optimise call expression,@babel/types,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fhelper-replace-supers,@babel/helper-replace-supers,Helper function to replace supers,babel/types|||@babel/traverse|||@babel/helper-optimise-call-expression|||@babel/helper-member-expression-to-functions,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fhelper-builder-binary-assignment-operator-visitor,@babel/helper-builder-binary-assignment-operator-visitor,Helper function to build binary assignment operator visitors,babel/types|||@babel/helper-explode-assignable-expression,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fhelper-explode-assignable-expression,@babel/helper-explode-assignable-expression,Helper function to explode an assignable expression,babel/types|||@babel/traverse,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/type-check,type-check,"type-check is a library which allows you to check the types of JavaScript values at runtime with a Haskell like type syntax. It is great for checking external input, for testing, or even for adding a bit of safety to your internal code. It is a major component of levn",prelude-ls,type|||check|||checking|||library
https://libraries.io/npm/@babel%2Fhelper-call-delegate,@babel/helper-call-delegate,Helper function to call delegate,babel/types|||@babel/traverse|||@babel/helper-hoist-variables,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fhelper-define-map,@babel/helper-define-map,Helper function to define a map,lodash|||@babel/types|||@babel/helper-function-name,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/es6-iterator,es6-iterator,Iterator abstraction based on ES6 specification,d|||es5-ext|||es6-symbol,iterator|||array|||list|||set|||map|||generator
https://libraries.io/npm/@babel%2Fhelper-hoist-variables,@babel/helper-hoist-variables,Helper function to hoist variables,@babel/types,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/onetime,onetime,Ensure a function is only called once. When called multiple times it will return the return value from the first call.,mimic-fn,once|||function|||one|||onetime|||func|||fn|||single|||call|||called|||prevent
https://libraries.io/npm/@babel%2Fplugin-transform-destructuring,@babel/plugin-transform-destructuring,Compile ES2015 destructuring to ES5,@babel/helper-plugin-utils,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fplugin-transform-arrow-functions,@babel/plugin-transform-arrow-functions,Compile ES2015 arrow functions to ES5,@babel/helper-plugin-utils,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fplugin-transform-block-scoping,@babel/plugin-transform-block-scoping,Compile ES2015 block scoping (const and let) to ES5,lodash|||@babel/helper-plugin-utils,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fplugin-transform-exponentiation-operator,@babel/plugin-transform-exponentiation-operator,Compile exponentiation operator to ES5,babel/helper-plugin-utils|||@babel/helper-builder-binary-assignment-operator-visitor,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fplugin-transform-for-of,@babel/plugin-transform-for-of,Compile ES2015 for...of to ES5,@babel/helper-plugin-utils,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fplugin-transform-computed-properties,@babel/plugin-transform-computed-properties,Compile ES2015 computed properties to ES5,@babel/helper-plugin-utils,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fhelper-regex,@babel/helper-regex,Helper function to check for literal RegEx,lodash,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fplugin-transform-function-name,@babel/plugin-transform-function-name,Apply ES2015 function.name semantics to all functions,babel/helper-plugin-utils|||@babel/helper-function-name,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fplugin-transform-literals,@babel/plugin-transform-literals,Compile ES2015 unicode string and number literals to ES5,@babel/helper-plugin-utils,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/babel-plugin-transform-class-properties,babel-plugin-transform-class-properties,This plugin transforms static class properties as well as properties declared with the property initializer syntax,babel-helper-function-name|||babel-plugin-syntax-class-properties|||babel-template,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/sntp,sntp,SNTP Client. sntp is part of the hapi ecosystem and was designed to work seamlessly with the hapi web framework and its other components (but works great on its own or with other frameworks).,boom|||bounce|||hoek|||teamwork,sntp|||ntp|||time
https://libraries.io/npm/@babel%2Fplugin-transform-regenerator,@babel/plugin-transform-regenerator,Explode async and generator functions into a state machine.,regenerator-transform,ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/spdx-correct,spdx-correct,correct invalid SPDX expressions,spdx-expression-parse|||spdx-license-ids,SPDX|||law|||legal|||license|||metadata
https://libraries.io/npm/@babel%2Fplugin-transform-spread,@babel/plugin-transform-spread,Compile ES2015 spread to ES5,@babel/helper-plugin-utils,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fplugin-transform-shorthand-properties,@babel/plugin-transform-shorthand-properties,Compile ES2015 shorthand properties to ES5,@babel/helper-plugin-utils,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fplugin-transform-template-literals,@babel/plugin-transform-template-literals,Compile ES2015 template literals to ES5,babel/helper-plugin-utils|||@babel/helper-annotate-as-pure,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/rc,rc,hardwired configuration loader. The non-configurable configuration loader for lazy people.,deep-extend|||ini|||minimist|||strip-json-comments,config|||rc|||unix|||defaults
https://libraries.io/npm/is-data-descriptor,is-data-descriptor,Returns true if a value has the characteristics of a valid JavaScript data descriptor.,kind-of,accessor|||check|||data|||descriptor|||get|||getter|||is|||keys|||object|||properties|||property|||set|||setter|||type|||valid|||value
https://libraries.io/npm/@babel%2Fplugin-proposal-optional-catch-binding,@babel/plugin-proposal-optional-catch-binding,Compile optional catch bindings,babel/helper-plugin-utils|||@babel/plugin-syntax-optional-catch-binding,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/@babel%2Fplugin-syntax-optional-catch-binding,@babel/plugin-syntax-optional-catch-binding,Allow parsing of optional catch bindings,@babel/helper-plugin-utils,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/loose-envify,loose-envify,Fast (and loose) selective `process.env` replacer using js-tokens instead of an AST,js-tokens,environment|||variables|||browserify|||browserify-transform|||transform|||source|||configuration
https://libraries.io/npm/expand-tilde,expand-tilde,"Bash-like tilde expansion for node.js. Expands a leading tilde in a file path to the user home directory, or `~+` to the cwd.",homedir-polyfill,cwd|||expand|||expansion|||filepath|||home|||path|||pwd|||tilde|||user|||userhome|||javascript|||nodejs|||tilde-expansion
https://libraries.io/npm/miller-rabin,miller-rabin,Miller Rabin algorithm for primality test,bn.js|||brorand,prime|||miller-rabin|||bignumber
https://libraries.io/npm/@babel%2Fplugin-transform-sticky-regex,@babel/plugin-transform-sticky-regex,Compile ES2015 sticky regex to an ES5 RegExp constructor,babel/helper-plugin-utils|||@babel/helper-regex,babel-plugin|||ast|||babel|||compiler|||es2015|||es6|||flavortown|||javascript
https://libraries.io/npm/bootstrap-social,bootstrap-social,Social Buttons for Bootstrap.,bootstrap|||font-awesome,bootstrap||| css||| social-buttons
https://libraries.io/npm/request-ip,request-ip,A small node.js module to retrieve the request's IP address.,is_js,request ip||| ip||| address||| request||| proxy||| client||| header||| X-Client-IP||| X-Forwarded-For||| CF-Connecting-IP||| Fastly-Client-IP||| True-Client-IP||| X-Real-IP||| X-Cluster-Client-IP||| X-Forwarded||| Forwarded-For||| connection.remoteAddress||| connection.socket.remoteAddress||| req.info.remoteAddress||| middleware||| ipv4||| ipv6||| nodejs||| nodejs-library||| npm
https://libraries.io/npm/graphql-config-extension-prisma,graphql-config-extension-prisma,Injects endpoints and headers into a GraphQL Config instance based on a given prisma.yml .,graphql-config|||prisma-yml,graphql-config-extension-prisma
https://libraries.io/npm/tarr,tarr,Tarr for node.,block-stream ||| fstream ||| inherits,tarr
https://libraries.io/npm/which-pm,which-pm,Detects what package manager was used for installation.,load-yaml-file|||path-exists,npm||| pnpm||| yarn
https://libraries.io/npm/preferred-pm,preferred-pm,Detects what package manager was used for installation.,path-exists|||which-pm,npm||| pnpm||| yarn
https://libraries.io/npm/npm-scripts-info,npm-scripts-info,Display the description of your npm scripts.,chalk|||meow|||unquote,build-tool||| npm
https://libraries.io/npm/package.json,package.json,Get the package.json content either from npm or from a git repository.,git-package-json|||git-source|||package-json,package||| git||| npm
https://libraries.io/npm/elm-hot-loader,elm-hot-loader,This loader injects HMR support code to the Elm module generated by elm-webpack-loader.,loader-utils,elm-hot-loader
https://libraries.io/npm/exec-glob,exec-glob,CL Utility to execute command against glob.,glob,exec||| npm||| glob
https://libraries.io/npm/npx,npx,Execute npm package binaries.,libnpx ||| npm,npm||| npm exec||| shell||| scripts||| npm bin||| cli
